userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled
524584,gate_30,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
524594,gate_30,249,5.521460917862246,1,1,3,5,1.7622851256064223,1.112909772772301,2.0881350424523637,2.071339349039964
524618,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
524683,gate_40,67,4.219507705176107,1,0,1,4,0.8940793701709222,1.112909772772301,-0.47889623021007877,0.17117880488574516
524831,gate_40,15,2.772588722239781,0,1,2,2,-0.07079661492105134,-0.8985454386917293,2.0881350424523637,1.1212590769628545
524905,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
524964,gate_30,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525002,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525085,gate_30,41,3.7376696182833684,0,0,0,3,0.5727662875254909,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525230,gate_40,90,4.51085950651685,1,0,1,4,1.0883669285223088,1.112909772772301,-0.47889623021007877,0.17117880488574516
525341,gate_40,23,3.1780538303479458,1,0,1,3,0.19958724915152704,1.112909772772301,-0.47889623021007877,0.17117880488574516
525364,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525375,gate_30,39,3.6888794541139363,1,0,1,3,0.5402306319214399,1.112909772772301,-0.47889623021007877,0.17117880488574516
525378,gate_40,26,3.295836866004329,0,0,0,3,0.27813070866537404,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525482,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525638,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
525709,gate_40,678,6.520621127558696,1,1,3,6,2.428573772700626,1.112909772772301,2.0881350424523637,2.071339349039964
526097,gate_30,76,4.343805421853684,1,0,1,4,0.9769671359949456,1.112909772772301,-0.47889623021007877,0.17117880488574516
526141,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
526184,gate_30,147,4.997212273764115,1,1,3,4,1.4126906197130844,1.112909772772301,2.0881350424523637,2.071339349039964
526230,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
526265,gate_40,36,3.6109179126442243,1,1,3,3,0.48824208245046563,1.112909772772301,2.0881350424523637,2.071339349039964
526269,gate_40,8,2.1972245773362196,0,1,2,2,-0.45447742403851354,-0.8985454386917293,2.0881350424523637,1.1212590769628545
526311,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
526324,gate_40,367,5.908082938168931,1,1,3,5,2.020103501825817,1.112909772772301,2.0881350424523637,2.071339349039964
526339,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
526419,gate_30,38,3.6635616461296463,1,1,3,3,0.5233474855896137,1.112909772772301,2.0881350424523637,2.071339349039964
526620,gate_30,155,5.049856007249537,1,1,3,5,1.4477960228522326,1.112909772772301,2.0881350424523637,2.071339349039964
526724,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
526839,gate_40,125,4.836281906951478,1,1,3,4,1.3053744202293784,1.112909772772301,2.0881350424523637,2.071339349039964
526897,gate_30,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527003,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527039,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527388,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527412,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527504,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527573,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
527619,gate_40,64,4.174387269895637,1,0,1,4,0.8639908683595267,1.112909772772301,-0.47889623021007877,0.17117880488574516
528056,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528257,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528276,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528299,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528412,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528526,gate_40,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
528792,gate_30,16,2.833213344056216,1,1,3,3,-0.03036916709169677,1.112909772772301,2.0881350424523637,2.071339349039964
528803,gate_30,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
528849,gate_30,115,4.7535901911063645,1,1,3,4,1.2502315603139726,1.112909772772301,2.0881350424523637,2.071339349039964
529059,gate_40,16,2.833213344056216,1,0,1,3,-0.03036916709169677,1.112909772772301,-0.47889623021007877,0.17117880488574516
529255,gate_30,29,3.4011973816621555,1,0,1,3,0.34839022736270886,1.112909772772301,-0.47889623021007877,0.17117880488574516
529463,gate_40,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
529495,gate_30,64,4.174387269895637,1,1,3,4,0.8639908683595267,1.112909772772301,2.0881350424523637,2.071339349039964
529582,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
529786,gate_30,144,4.976733742420574,1,1,3,4,1.3990345385251544,1.112909772772301,2.0881350424523637,2.071339349039964
529804,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530015,gate_40,82,4.418840607796598,1,1,3,4,1.0270042492038023,1.112909772772301,2.0881350424523637,2.071339349039964
530075,gate_40,46,3.8501476017100584,1,1,3,3,0.6477720800680317,1.112909772772301,2.0881350424523637,2.071339349039964
530116,gate_40,41,3.7376696182833684,1,0,1,3,0.5727662875254909,1.112909772772301,-0.47889623021007877,0.17117880488574516
530117,gate_30,23,3.1780538303479458,0,0,0,3,0.19958724915152704,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530201,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530231,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530240,gate_30,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530345,gate_40,21,3.091042453358316,1,1,3,3,0.14156382898967226,1.112909772772301,2.0881350424523637,2.071339349039964
530614,gate_40,90,4.51085950651685,1,0,1,4,1.0883669285223088,1.112909772772301,-0.47889623021007877,0.17117880488574516
530653,gate_40,179,5.19295685089021,0,1,2,5,1.5432226286979058,-0.8985454386917293,2.0881350424523637,1.1212590769628545
530694,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530842,gate_40,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530876,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
530896,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
531266,gate_40,34,3.5553480614894135,1,0,1,3,0.4511854016640943,1.112909772772301,-0.47889623021007877,0.17117880488574516
531304,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
531402,gate_40,32,3.4965075614664802,0,0,0,3,0.4119476930622503,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
531482,gate_40,60,4.110873864173311,0,0,0,4,0.8216370388531155,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
531816,gate_30,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
531861,gate_40,0,0.0,1,0,1,0,-1.919693689446289,1.112909772772301,-0.47889623021007877,0.17117880488574516
531977,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
531994,gate_40,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
532082,gate_30,31,3.4657359027997265,1,0,1,3,0.3914276537102581,1.112909772772301,-0.47889623021007877,0.17117880488574516
532160,gate_40,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
532499,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
532674,gate_30,79,4.382026634673881,0,0,0,4,1.0024549005527492,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
532676,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533016,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533059,gate_30,279,5.634789603169249,1,1,3,5,1.8378582075580225,1.112909772772301,2.0881350424523637,2.071339349039964
533167,gate_30,40,3.713572066704308,1,0,1,3,0.5566968675425106,1.112909772772301,-0.47889623021007877,0.17117880488574516
533236,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533260,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533273,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533289,gate_30,166,5.117993812416755,1,1,3,5,1.49323362693239,1.112909772772301,2.0881350424523637,2.071339349039964
533366,gate_40,71,4.276666119016055,1,0,1,4,0.9321953818554146,1.112909772772301,-0.47889623021007877,0.17117880488574516
533446,gate_40,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
533481,gate_30,44,3.8066624897703196,1,0,1,3,0.6187740914352869,1.112909772772301,-0.47889623021007877,0.17117880488574516
533530,gate_30,9,2.302585092994046,1,0,1,2,-0.3842179053411787,1.112909772772301,-0.47889623021007877,0.17117880488574516
533636,gate_30,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533763,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
533907,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534101,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534298,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534386,gate_30,6,1.9459101490553132,1,0,1,2,-0.6220661138097063,1.112909772772301,-0.47889623021007877,0.17117880488574516
534422,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534440,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534470,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534496,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
534858,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535080,gate_40,41,3.7376696182833684,0,0,0,3,0.5727662875254909,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535082,gate_30,648,6.47543271670409,1,1,3,6,2.3984399414686957,1.112909772772301,2.0881350424523637,2.071339349039964
535174,gate_30,510,6.236369590203704,1,1,3,6,2.239021015874727,1.112909772772301,2.0881350424523637,2.071339349039964
535347,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535349,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535405,gate_30,178,5.187385805840755,1,1,3,5,1.5395075847711364,1.112909772772301,2.0881350424523637,2.071339349039964
535769,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535807,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
535938,gate_30,171,5.147494476813453,1,0,1,5,1.5129061054583586,1.112909772772301,-0.47889623021007877,0.17117880488574516
536008,gate_30,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536031,gate_30,13,2.6390573296152584,0,1,2,2,-0.15984184517839695,-0.8985454386917293,2.0881350424523637,1.1212590769628545
536100,gate_30,34,3.5553480614894135,0,0,0,3,0.4511854016640943,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536128,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536200,gate_40,32,3.4965075614664802,1,1,3,3,0.4119476930622503,1.112909772772301,2.0881350424523637,2.071339349039964
536246,gate_40,64,4.174387269895637,1,0,1,4,0.8639908683595267,1.112909772772301,-0.47889623021007877,0.17117880488574516
536694,gate_30,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
536729,gate_40,39,3.6888794541139363,1,1,3,3,0.5402306319214399,1.112909772772301,2.0881350424523637,2.071339349039964
536733,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536909,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536933,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
536935,gate_40,94,4.553876891600541,1,0,1,4,1.11705301412779,1.112909772772301,-0.47889623021007877,0.17117880488574516
536950,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537076,gate_30,227,5.429345628954441,1,1,3,5,1.7008581686204958,1.112909772772301,2.0881350424523637,2.071339349039964
537115,gate_40,88,4.48863636973214,1,0,1,4,1.0735474595334742,1.112909772772301,-0.47889623021007877,0.17117880488574516
537147,gate_30,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537162,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537169,gate_30,149,5.0106352940962555,1,0,1,4,1.4216417428365093,1.112909772772301,-0.47889623021007877,0.17117880488574516
537231,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537240,gate_40,285,5.655991810819852,1,1,3,5,1.851996871321687,1.112909772772301,2.0881350424523637,2.071339349039964
537286,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537452,gate_30,60,4.110873864173311,1,0,1,4,0.8216370388531155,1.112909772772301,-0.47889623021007877,0.17117880488574516
537598,gate_30,24,3.2188758248682006,1,0,1,3,0.2268093415013123,1.112909772772301,-0.47889623021007877,0.17117880488574516
537640,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537693,gate_30,6,1.9459101490553132,1,0,1,2,-0.6220661138097063,1.112909772772301,-0.47889623021007877,0.17117880488574516
537775,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537793,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537925,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
537956,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
538009,gate_30,21,3.091042453358316,0,0,0,3,0.14156382898967226,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
538024,gate_30,34,3.5553480614894135,1,0,1,3,0.4511854016640943,1.112909772772301,-0.47889623021007877,0.17117880488574516
538301,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
538350,gate_40,80,4.394449154672439,1,0,1,4,1.010738841369262,1.112909772772301,-0.47889623021007877,0.17117880488574516
538644,gate_30,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
538989,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
539239,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
539267,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
539324,gate_30,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
539337,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
539833,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
539962,gate_30,25,3.258096538021482,0,1,2,3,0.2529636215170356,-0.8985454386917293,2.0881350424523637,1.1212590769628545
540078,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
540172,gate_30,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
540222,gate_30,29,3.4011973816621555,0,0,0,3,0.34839022736270886,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
540351,gate_40,9,2.302585092994046,1,0,1,2,-0.3842179053411787,1.112909772772301,-0.47889623021007877,0.17117880488574516
540372,gate_30,9,2.302585092994046,1,0,1,2,-0.3842179053411787,1.112909772772301,-0.47889623021007877,0.17117880488574516
540428,gate_40,35,3.58351893845611,1,0,1,3,0.4699711132241051,1.112909772772301,-0.47889623021007877,0.17117880488574516
540638,gate_40,577,6.359573868672378,1,1,3,6,2.321179623894205,1.112909772772301,2.0881350424523637,2.071339349039964
540658,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
540671,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
540836,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
540886,gate_30,16,2.833213344056216,1,0,1,3,-0.03036916709169677,1.112909772772301,-0.47889623021007877,0.17117880488574516
540924,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
541088,gate_30,40,3.713572066704308,1,0,1,3,0.5566968675425106,1.112909772772301,-0.47889623021007877,0.17117880488574516
541130,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
541191,gate_30,29,3.4011973816621555,0,0,0,3,0.34839022736270886,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
541248,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
541353,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
541533,gate_40,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
541573,gate_30,100,4.61512051684126,1,1,3,4,1.1578932435612457,1.112909772772301,2.0881350424523637,2.071339349039964
541577,gate_30,209,5.3471075307174685,1,1,3,5,1.6460178029992913,1.112909772772301,2.0881350424523637,2.071339349039964
541719,gate_40,293,5.683579767338681,1,1,3,5,1.8703938631620733,1.112909772772301,2.0881350424523637,2.071339349039964
542057,gate_40,15,2.772588722239781,0,1,2,2,-0.07079661492105134,-0.8985454386917293,2.0881350424523637,1.1212590769628545
542076,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542201,gate_30,19,2.995732273553991,0,0,0,3,0.07800636329013047,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542205,gate_30,188,5.241747015059643,1,0,1,5,1.5757582843019569,1.112909772772301,-0.47889623021007877,0.17117880488574516
542306,gate_40,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.47889623021007877,0.17117880488574516
542492,gate_40,31,3.4657359027997265,1,0,1,3,0.3914276537102581,1.112909772772301,-0.47889623021007877,0.17117880488574516
542521,gate_30,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542530,gate_30,78,4.3694478524670215,0,1,2,4,0.9940667564920009,-0.8985454386917293,2.0881350424523637,1.1212590769628545
542663,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542664,gate_30,17,2.8903717578961645,1,0,1,3,0.007746844592795635,1.112909772772301,-0.47889623021007877,0.17117880488574516
542775,gate_40,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
542868,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542871,gate_30,81,4.406719247264253,1,1,3,4,1.01892113617382,1.112909772772301,2.0881350424523637,2.071339349039964
542926,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
542930,gate_30,75,4.330733340286331,1,1,3,4,0.968250035916608,1.112909772772301,2.0881350424523637,2.071339349039964
542980,gate_30,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
543158,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543179,gate_40,164,5.10594547390058,0,0,0,5,1.4851992085360508,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543382,gate_30,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543385,gate_40,32,3.4965075614664802,1,0,1,3,0.4119476930622503,1.112909772772301,-0.47889623021007877,0.17117880488574516
543397,gate_40,103,4.6443908991413725,1,1,3,4,1.1774121587796542,1.112909772772301,2.0881350424523637,2.071339349039964
543604,gate_40,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543616,gate_40,40,3.713572066704308,0,0,0,3,0.5566968675425106,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543865,gate_30,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
543934,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
544203,gate_40,4,1.6094379124341003,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.47889623021007877,0.17117880488574516
544222,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
544583,gate_40,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
544615,gate_30,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
544658,gate_40,6,1.9459101490553132,0,1,2,2,-0.6220661138097063,-0.8985454386917293,2.0881350424523637,1.1212590769628545
544703,gate_30,93,4.543294782270004,1,0,1,4,1.1099963486993412,1.112909772772301,-0.47889623021007877,0.17117880488574516
544780,gate_40,94,4.553876891600541,1,0,1,4,1.11705301412779,1.112909772772301,-0.47889623021007877,0.17117880488574516
544919,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
544978,gate_40,28,3.367295829986474,1,1,3,3,0.32578302305135387,1.112909772772301,2.0881350424523637,2.071339349039964
545041,gate_30,51,3.9512437185814275,1,0,1,4,0.715187890148345,1.112909772772301,-0.47889623021007877,0.17117880488574516
545138,gate_30,24,3.2188758248682006,1,0,1,3,0.2268093415013123,1.112909772772301,-0.47889623021007877,0.17117880488574516
545293,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
545325,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
545616,gate_30,40,3.713572066704308,0,0,0,3,0.5566968675425106,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
545973,gate_40,88,4.48863636973214,1,0,1,4,1.0735474595334742,1.112909772772301,-0.47889623021007877,0.17117880488574516
546199,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
546260,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
546263,gate_40,67,4.219507705176107,1,1,3,4,0.8940793701709222,1.112909772772301,2.0881350424523637,2.071339349039964
