userid,version,sum_gamerounds,retention_1,retention_7
1072403,gate_30,2,False,False
1072420,gate_40,3,False,False
1072529,gate_30,30,False,True
1072687,gate_40,7,False,False
1072770,gate_40,1,True,False
1072894,gate_30,16,False,True
1072911,gate_30,209,True,True
1073085,gate_40,3,False,False
1073476,gate_40,0,False,False
1073478,gate_30,16,True,False
1073575,gate_40,179,True,True
1073587,gate_30,1,False,False
1073612,gate_40,0,False,False
1073653,gate_30,57,True,False
1073759,gate_40,14,False,False
1073860,gate_30,2,False,False
1073913,gate_30,1,False,False
1074067,gate_30,7,False,False
1074080,gate_40,1,False,False
1074156,gate_30,55,True,False
1074199,gate_30,40,False,False
1074503,gate_40,3,False,False
1074544,gate_30,1,False,False
1075324,gate_40,21,True,False
1075609,gate_30,21,False,False
1075968,gate_30,19,True,False
1076002,gate_30,33,True,False
1076132,gate_30,10,False,False
1076226,gate_30,16,True,False
1076249,gate_30,65,True,False
1076450,gate_40,43,True,False
1076500,gate_30,2,False,False
1076567,gate_40,21,True,False
1076972,gate_30,15,True,False
1077035,gate_40,41,True,False
1077074,gate_30,39,False,False
1077222,gate_40,2,False,False
1077305,gate_40,107,True,True
1077349,gate_40,45,False,False
1077449,gate_30,157,False,True
1077478,gate_40,7,False,False
1077568,gate_40,7,False,False
1077746,gate_40,1,False,False
1077752,gate_40,59,False,False
1077890,gate_30,183,True,True
1077955,gate_30,3,False,False
1078095,gate_30,1,False,False
1078228,gate_40,3,False,False
1078550,gate_40,8,True,False
1078560,gate_30,94,False,True
1078728,gate_30,7,False,False
1078937,gate_30,9,False,False
1078981,gate_30,133,False,True
1079042,gate_40,6,False,False
1079086,gate_30,112,True,True
1079249,gate_30,2,False,False
1079492,gate_30,76,True,False
1079511,gate_40,9,False,False
1079898,gate_30,26,True,True
1079912,gate_40,19,False,False
1080100,gate_30,19,False,False
1080158,gate_30,23,True,False
1080238,gate_30,9,True,False
1080258,gate_40,14,False,False
1080543,gate_30,116,True,False
1080667,gate_30,5,False,False
1080936,gate_30,144,True,True
1080984,gate_30,4,False,False
1081177,gate_30,4,False,False
1081233,gate_30,11,True,False
1081265,gate_40,5,False,False
1081276,gate_40,123,True,True
1081281,gate_40,16,True,True
1081294,gate_30,19,False,False
1081300,gate_30,14,False,False
1081301,gate_30,83,True,True
1081386,gate_30,61,True,False
1081507,gate_40,154,True,True
1081616,gate_40,42,False,False
1081772,gate_40,2,False,False
1081829,gate_30,52,True,False
1082146,gate_30,115,True,False
1082287,gate_30,74,False,False
1082361,gate_40,10,False,False
1082368,gate_30,522,True,True
1082715,gate_30,13,False,False
1082748,gate_40,6,False,False
1082753,gate_40,106,True,True
1082895,gate_40,26,True,False
1082975,gate_30,21,True,False
1082991,gate_30,1,True,False
1083251,gate_30,5,False,False
1083257,gate_40,6,True,False
1083309,gate_30,55,True,True
1083375,gate_40,5,False,False
1083515,gate_30,1,False,False
1083543,gate_30,8,True,False
1083725,gate_30,2,False,False
1083736,gate_30,4,False,False
1083864,gate_30,240,True,True
1083963,gate_40,64,True,True
1084021,gate_30,3,False,False
1084036,gate_40,4,False,False
1084155,gate_30,54,True,True
1084393,gate_30,1,False,False
1084563,gate_30,5,False,False
1085014,gate_40,17,False,False
1085078,gate_30,21,True,False
1085389,gate_40,7,False,False
1085465,gate_40,12,False,False
1085507,gate_30,14,False,False
1085537,gate_40,0,False,False
1085559,gate_40,18,False,False
1085562,gate_40,330,True,True
1085694,gate_30,6,False,False
1085890,gate_40,314,True,True
1085939,gate_30,13,False,False
1085946,gate_30,0,False,False
1085992,gate_40,0,False,False
1086009,gate_30,18,False,False
1086207,gate_30,30,True,False
1086288,gate_30,40,True,False
1086501,gate_40,10,False,False
1086569,gate_40,1,False,False
1086634,gate_30,293,True,False
1086806,gate_40,2,False,False
1086864,gate_40,3,False,False
1086930,gate_30,2,True,False
1086934,gate_30,21,True,False
1087005,gate_40,2,False,False
1087174,gate_30,39,True,False
1087305,gate_40,59,True,True
1087310,gate_30,2,False,False
1087327,gate_40,56,True,True
1087528,gate_40,31,False,False
1087580,gate_30,4,False,False
1087732,gate_30,341,True,True
1088238,gate_40,10,False,False
1088293,gate_30,87,True,False
1088334,gate_30,1,False,False
1088407,gate_40,0,False,False
1088607,gate_30,47,True,False
1088816,gate_40,6,False,False
1088846,gate_30,413,False,True
1088985,gate_40,47,False,False
1089004,gate_40,75,True,True
1089230,gate_30,19,False,False
1089420,gate_40,6,False,False
1089927,gate_40,9,False,False
1090012,gate_40,6,True,False
1090165,gate_30,0,False,False
1090244,gate_30,6,False,False
1090285,gate_30,1,False,False
1090325,gate_30,3,False,False
1090350,gate_40,2,False,False
1090668,gate_40,58,True,False
1090793,gate_40,4,False,False
1090942,gate_30,20,False,False
1091026,gate_30,7,False,False
1091137,gate_30,17,False,False
1091198,gate_30,6,False,False
1091201,gate_40,11,True,False
1091405,gate_40,44,False,False
1091717,gate_40,21,False,False
1091756,gate_40,3,False,False
1092122,gate_30,0,False,False
1092160,gate_40,0,False,False
1092179,gate_30,35,False,False
1092281,gate_30,1,False,False
1092291,gate_40,9,True,False
1092317,gate_40,80,True,False
1092358,gate_40,19,True,False
1092454,gate_40,0,False,False
1092536,gate_30,27,False,False
1092545,gate_40,76,True,False
1092570,gate_40,148,True,True
1092645,gate_40,41,True,True
1092758,gate_30,23,False,False
1092770,gate_40,3,False,False
1092908,gate_40,18,False,False
1092944,gate_30,24,True,False
1093123,gate_40,5,False,False
1093158,gate_40,266,True,True
1093308,gate_40,26,False,False
1093351,gate_40,54,True,True
1093460,gate_40,13,True,False
1093499,gate_40,162,True,False
1093545,gate_30,36,False,True
1093607,gate_30,17,False,False
1093911,gate_30,36,False,False
1094085,gate_40,0,False,False
1094292,gate_30,7,False,False
1094316,gate_30,28,True,False
1094415,gate_30,110,True,True
1094642,gate_30,48,True,False
1094664,gate_30,8,False,False
1094706,gate_30,2,False,False
1094774,gate_30,13,True,False
1094855,gate_40,1,False,False
1094872,gate_30,16,False,False
1094937,gate_30,106,True,True
1095025,gate_30,3,False,False
1095033,gate_30,1,False,False
1095168,gate_40,14,False,False
1095223,gate_30,18,False,False
1095370,gate_30,34,True,True
1095490,gate_40,32,False,False
1095497,gate_40,13,False,True
1095639,gate_30,3,False,False
1095727,gate_30,18,True,False
1095812,gate_40,2,False,False
1095941,gate_40,2,False,False
1096144,gate_40,128,True,False
1096390,gate_40,97,False,True
1096552,gate_40,4,False,False
1096563,gate_40,58,True,False
1096624,gate_40,4,False,False
1096692,gate_40,19,False,False
1096766,gate_40,99,True,True
1096784,gate_30,3,False,False
1096970,gate_30,389,True,True
1096975,gate_40,310,True,False
1096999,gate_40,10,True,False
1097129,gate_30,31,True,False
1097483,gate_40,72,True,False
1097527,gate_40,14,False,False
1097669,gate_40,215,True,True
1097691,gate_30,11,False,False
1097909,gate_40,10,True,False
1098105,gate_40,59,True,False
1098152,gate_40,0,False,False
1098347,gate_40,362,True,True
1098417,gate_40,1,False,False
1098548,gate_30,15,False,False
1098595,gate_30,7,False,False
1098659,gate_30,2,False,False
1099023,gate_40,4,False,False
1099076,gate_40,28,False,False
1099120,gate_40,7,False,False
1099215,gate_40,8,False,False
1099273,gate_40,8,True,False
1099344,gate_40,35,False,True
1099470,gate_40,0,False,False
1099490,gate_30,187,True,True
1099627,gate_40,111,True,False
1099812,gate_40,1,False,False
1099946,gate_40,31,False,False
1100351,gate_30,1,False,False
1100386,gate_40,67,True,True
1100483,gate_40,10,True,False
1100530,gate_40,17,False,False
1100534,gate_40,7,False,False
1100704,gate_30,2,False,False
1100713,gate_30,5,False,False
1100748,gate_30,17,True,False
1101028,gate_30,39,True,False
1101032,gate_40,109,True,False
1101042,gate_30,57,True,False
1101047,gate_40,54,False,False
1101185,gate_30,11,False,False
1101239,gate_40,40,True,False
1101382,gate_40,3,False,False
1101415,gate_30,2,True,False
1101473,gate_30,88,True,False
1101526,gate_30,76,False,False
1101755,gate_40,35,True,False
1101931,gate_30,37,False,True
1101973,gate_30,21,True,False
1102028,gate_40,0,False,False
1102139,gate_30,3,False,False
1102188,gate_30,20,False,False
1102454,gate_30,18,True,True
1102634,gate_40,1,False,False
1102728,gate_40,92,True,True
1102756,gate_40,397,True,True
1102777,gate_30,1,False,False
1102804,gate_30,8,False,True
1102878,gate_40,4,False,False
1102921,gate_40,2,False,False
1102950,gate_30,32,True,False
1103135,gate_30,7,False,False
1103245,gate_40,1,False,False
1103349,gate_30,11,False,False
1103469,gate_40,17,False,False
1103506,gate_30,69,True,False
1103572,gate_40,277,True,True
1103940,gate_40,0,False,False
1103965,gate_40,3,False,False
1104034,gate_40,258,True,True
1104306,gate_30,6,False,False
1104711,gate_40,87,False,True
1104953,gate_40,90,True,True
1105176,gate_30,1,False,False
1105383,gate_40,144,True,True
1105548,gate_40,9,False,False
1105684,gate_40,10,False,False
1105906,gate_30,163,True,False
1105944,gate_30,1,False,False
1105960,gate_30,6,False,False
1105993,gate_40,2,False,False
1106082,gate_40,0,False,False
1106316,gate_40,1,False,False
1106388,gate_40,15,True,False
1106434,gate_30,76,True,True
1106440,gate_40,17,True,False
1106488,gate_40,65,True,False
1106543,gate_30,5,False,False
1107342,gate_30,5,False,False
1107408,gate_40,39,True,False
1107414,gate_40,13,True,False
1107528,gate_40,34,False,True
1107619,gate_30,5,False,False
1107663,gate_30,4,False,False
1107725,gate_30,5,False,False
1107845,gate_30,367,True,True
1107881,gate_30,7,False,False
1107907,gate_30,133,True,False
1108056,gate_40,38,True,False
1108062,gate_40,1,False,False
1108113,gate_30,0,False,False
1108132,gate_40,3,False,False
1108424,gate_40,233,True,True
1108490,gate_30,38,True,False
1108538,gate_30,3,False,False
1108624,gate_30,223,True,True
1108630,gate_30,508,True,True
1108681,gate_40,3,False,False
1108697,gate_30,0,False,False
1108857,gate_40,15,True,False
1109055,gate_30,203,False,True
1109197,gate_40,74,True,False
1109320,gate_30,53,True,False
1109437,gate_30,75,True,False
1109438,gate_30,9,False,False
1109548,gate_40,79,False,False
1109672,gate_30,1,False,False
1109845,gate_30,0,False,False
1109894,gate_30,1,False,False
1109936,gate_40,10,False,False
1109969,gate_30,4,False,False
1110386,gate_30,4,False,False
1110428,gate_30,2,False,False
1110697,gate_40,2,False,False
1110766,gate_40,1,False,False
1110802,gate_40,73,True,False
1110855,gate_30,64,True,False
1110896,gate_40,11,False,False
1110986,gate_30,35,False,True
1110994,gate_30,6,False,False
1111059,gate_40,18,True,False
1111068,gate_40,56,True,False
1111111,gate_40,11,True,False
1111120,gate_30,74,True,False
1111268,gate_40,3,True,False
1111461,gate_30,141,True,False
1111474,gate_30,7,True,False
1111550,gate_40,168,True,True
1111581,gate_40,9,True,False
1111984,gate_40,45,True,False
1112091,gate_30,31,False,True
1112171,gate_40,8,False,False
1112221,gate_40,2,True,True
1112338,gate_40,31,False,False
1112495,gate_30,76,True,True
1112529,gate_30,4,False,False
1112590,gate_30,24,False,False
1112736,gate_30,31,True,True
1112812,gate_40,16,False,False
1112863,gate_30,39,True,False
1113013,gate_30,0,False,False
1113190,gate_40,3,False,False
1113286,gate_30,38,True,False
1113327,gate_40,37,False,False
1113433,gate_30,3,False,False
1113645,gate_30,5,False,False
1113696,gate_30,1,False,False
1113892,gate_40,59,True,False
1113918,gate_40,7,False,False
1113924,gate_30,20,True,False
1114038,gate_40,514,True,True
1114408,gate_30,1,False,False
1114488,gate_40,85,True,False
1114647,gate_40,1,False,False
1114921,gate_30,197,True,True
1114946,gate_40,26,False,False
1115235,gate_40,42,False,False
1115240,gate_30,74,True,True
1115418,gate_30,307,False,False
1115800,gate_30,2,False,False
1115840,gate_30,36,False,False
1115958,gate_40,13,False,False
1115990,gate_40,7,False,False
1116066,gate_40,136,True,True
1116238,gate_30,1,False,False
1116274,gate_30,1,False,False
1116461,gate_30,0,False,False
1116488,gate_30,38,True,True
1116573,gate_30,9,True,False
1116608,gate_30,2,False,False
1116705,gate_40,4,False,False
1116815,gate_30,8,False,False
1116863,gate_40,3,False,False
1117143,gate_40,170,True,True
1117215,gate_30,1,False,False
1117276,gate_30,29,True,False
1117277,gate_40,3,False,False
1117436,gate_30,9,False,False
1117442,gate_40,51,False,True
1117456,gate_40,189,True,False
1117494,gate_30,57,True,False
1117525,gate_40,90,True,False
1117587,gate_40,3,False,False
1117676,gate_40,7,False,False
1117693,gate_40,142,False,True
1117729,gate_30,28,True,False
1117795,gate_40,3,False,False
1118231,gate_40,13,False,False
1118393,gate_40,33,True,False
1118528,gate_40,303,True,True
1118755,gate_40,1,False,False
1119133,gate_40,2,False,False
1119144,gate_30,45,True,True
1119175,gate_40,3,False,False
1119406,gate_30,3,False,False
1119462,gate_40,2,False,False
1119476,gate_30,65,True,False
1119496,gate_30,300,True,True
1119666,gate_30,0,False,False
1119701,gate_30,38,True,False
1119806,gate_40,0,False,False
1119933,gate_40,55,True,False
1119934,gate_30,168,True,True
1120163,gate_40,31,True,False
1120451,gate_30,17,True,False
1120489,gate_40,71,True,False
1120688,gate_30,7,False,False
1120696,gate_30,43,True,False
1120798,gate_30,45,True,False
1121067,gate_40,3,False,False
1121087,gate_40,198,True,False
1121097,gate_30,29,False,True
1121478,gate_30,12,True,True
1121587,gate_30,771,True,True
1122112,gate_30,6,False,False
1122175,gate_40,67,True,True
1122431,gate_30,7,False,False
1122568,gate_30,484,True,True
1122638,gate_30,2,False,False
1122677,gate_40,17,False,False
1122730,gate_40,12,False,True
1123060,gate_40,174,True,True
1123226,gate_40,46,True,True
1123269,gate_30,24,True,True
1123331,gate_40,5,False,False
1123490,gate_30,84,True,False
1123502,gate_40,1,False,False
1123746,gate_30,11,True,True
1124434,gate_30,124,True,True
1124568,gate_40,23,False,True
1124690,gate_30,239,True,True
1124741,gate_30,326,True,True
1124760,gate_40,30,True,False
1124842,gate_30,96,True,False
1124876,gate_40,32,False,True
1125086,gate_40,124,True,False
1125106,gate_40,269,True,True
1125117,gate_30,24,True,False
1125127,gate_40,56,False,True
1125202,gate_40,0,False,False
1125248,gate_40,4,False,False
1125361,gate_40,16,False,False
1125394,gate_30,77,False,True
1125419,gate_40,2,False,False
1126054,gate_40,9,False,False
1126075,gate_30,2,False,False
1126154,gate_30,29,True,False
1126192,gate_40,1,False,False
1126530,gate_40,42,True,False
1126745,gate_30,2,False,False
1126949,gate_30,1,False,False
1127036,gate_40,21,False,False
1127098,gate_40,122,False,True
1127177,gate_40,2,False,False
1127197,gate_40,19,True,False
1127205,gate_40,114,True,True
1127317,gate_40,143,False,True
1127435,gate_40,42,True,False
1127555,gate_30,67,True,True
1127579,gate_40,33,True,False
1127590,gate_40,8,False,False
1127648,gate_40,54,True,False
1127729,gate_40,63,True,False
1127766,gate_30,7,False,False
1127922,gate_40,1,False,False
1128095,gate_40,8,False,False
1128255,gate_40,3,True,False
1128439,gate_40,11,True,False
1128675,gate_40,588,True,True
1128744,gate_40,58,False,True
1128936,gate_30,3,False,False
1129162,gate_40,271,True,True
1129504,gate_40,63,True,False
1129879,gate_40,12,False,False
1129901,gate_40,35,True,False
1130223,gate_40,1,True,False
1130321,gate_30,153,True,True
1130628,gate_30,16,False,False
1130659,gate_40,5,False,False
1130671,gate_30,8,False,False
1130751,gate_30,12,True,False
1130849,gate_30,3,False,False
1130894,gate_40,282,True,True
1131381,gate_40,1,False,False
1131489,gate_40,51,True,False
1131495,gate_40,0,False,False
1131506,gate_30,79,True,True
1131557,gate_30,10,False,False
1131574,gate_30,0,False,False
1131634,gate_30,48,False,False
1131657,gate_40,110,True,False
1131736,gate_40,3,False,False
1131801,gate_40,343,False,True
1131943,gate_40,5,True,False
1132012,gate_30,22,True,False
1132149,gate_30,18,False,False
1132288,gate_30,3,False,False
1132346,gate_30,23,True,False
1132423,gate_30,13,False,False
1132488,gate_30,6,False,False
1132520,gate_30,55,True,True
1132765,gate_30,95,True,True
1132865,gate_40,1,False,False
1132985,gate_40,13,True,False
1133201,gate_40,49,False,False
1133223,gate_40,17,False,False
1133249,gate_40,96,True,False
1133256,gate_40,1,False,False
1133283,gate_30,89,True,False
1133376,gate_30,5,False,False
1133520,gate_40,4,False,False
1133647,gate_40,42,False,False
1133738,gate_40,28,False,False
1133760,gate_30,52,True,False
1133892,gate_40,73,True,False
1134083,gate_30,108,True,True
1134165,gate_40,283,True,True
1134196,gate_40,242,False,False
1134268,gate_30,11,True,False
1134463,gate_30,13,True,False
1134477,gate_30,33,True,False
1134640,gate_30,7,False,False
1135510,gate_30,2,True,False
1135601,gate_30,9,False,False
1135632,gate_30,9,False,False
1135638,gate_30,5,False,False
1135788,gate_30,62,True,False
1135825,gate_40,33,True,False
1136077,gate_40,48,True,False
1136242,gate_40,5,False,False
1136279,gate_30,4,False,False
1136485,gate_30,3,False,False
1136652,gate_30,1,False,False
1136877,gate_40,3,False,False
1136982,gate_30,171,True,True
1137004,gate_30,19,True,False
1137017,gate_40,18,False,False
1137022,gate_30,0,False,False
1137181,gate_40,18,True,False
1137344,gate_40,19,True,True
1137375,gate_40,7,False,False
1137406,gate_40,11,True,False
1137518,gate_40,35,False,False
1137551,gate_40,4,False,False
1137602,gate_40,9,False,False
1137655,gate_30,12,False,False
1137784,gate_30,101,True,True
1137816,gate_40,69,True,False
1138036,gate_40,177,True,True
1138228,gate_40,16,True,False
1138363,gate_30,20,True,False
1138398,gate_40,34,True,False
1138421,gate_30,32,False,False
1138476,gate_40,43,False,False
1138680,gate_30,388,True,True
1138725,gate_30,38,False,False
1139002,gate_40,7,False,False
1139005,gate_40,4,False,False
1139069,gate_40,11,False,False
1139107,gate_30,2,True,False
1139379,gate_40,1,False,False
1139658,gate_30,88,True,False
1139886,gate_40,22,True,False
1139929,gate_30,46,True,False
1140137,gate_30,1,False,False
1140139,gate_40,3,False,False
1140293,gate_30,1,False,False
1140371,gate_40,3,False,False
1140380,gate_40,61,True,True
1140769,gate_30,16,True,False
1140827,gate_40,5,False,False
1140848,gate_40,143,False,True
1140865,gate_40,97,True,False
1140884,gate_40,10,False,False
1140904,gate_30,8,False,False
1141629,gate_40,139,True,False
1141673,gate_30,138,True,False
1141788,gate_40,258,True,True
1141804,gate_40,53,False,False
1141806,gate_40,25,False,False
1141811,gate_40,2,False,False
1141819,gate_40,2,True,False
1141822,gate_30,83,True,False
1141837,gate_30,46,True,False
1141890,gate_30,12,False,False
1142048,gate_40,6,False,False
1142215,gate_30,14,True,False
1142530,gate_40,31,False,False
1142660,gate_40,70,True,True
1142761,gate_40,1,False,False
1142813,gate_40,205,True,False
1142845,gate_40,7,False,False
1142885,gate_30,11,False,False
1142892,gate_30,11,False,False
1143004,gate_40,54,True,False
1143199,gate_30,8,True,False
1143254,gate_40,1,False,False
1143357,gate_30,85,True,True
1143358,gate_40,41,True,False
1143501,gate_40,22,False,False
1143564,gate_40,1,False,False
1143582,gate_30,174,False,False
1143755,gate_30,27,True,False
1143986,gate_30,16,True,False
1144046,gate_40,186,True,True
1144293,gate_30,31,True,False
1144326,gate_40,2,False,False
1144369,gate_40,57,False,False
1144382,gate_30,46,False,True
1144474,gate_30,97,True,True
1144649,gate_40,47,True,False
1145248,gate_40,114,False,False
1145309,gate_30,41,True,False
1145411,gate_30,33,True,False
1145466,gate_30,4,False,False
1145652,gate_30,0,False,False
1145670,gate_40,17,True,False
1145777,gate_30,4,False,False
1146144,gate_40,307,True,True
1146217,gate_40,2,False,False
1146345,gate_40,1,False,False
1146451,gate_40,7,False,False
1146778,gate_30,647,True,True
1146782,gate_40,88,True,False
1146850,gate_30,3,True,False
1146967,gate_40,27,False,False
1147009,gate_30,8,False,False
1147058,gate_30,44,False,False
1147184,gate_30,8,False,False
1147200,gate_30,35,True,False
1147452,gate_40,7,False,False
1147471,gate_40,7,False,False
1147569,gate_30,3,False,False
1147781,gate_30,3,False,False
1147809,gate_40,65,True,True
1147898,gate_30,47,True,False
1147974,gate_30,4,False,False
1148155,gate_40,33,True,False
1148163,gate_40,18,False,False
1148364,gate_30,23,True,False
1148606,gate_30,72,True,True
1148848,gate_30,2,False,False
1149088,gate_40,77,True,True
1149161,gate_30,18,False,False
1149217,gate_30,3,True,False
1149241,gate_30,6,False,False
1149403,gate_30,14,True,False
1149647,gate_30,11,False,False
1149698,gate_30,113,False,True
1149700,gate_30,1,False,False
1149707,gate_30,2,False,False
1149795,gate_40,1,False,False
1149997,gate_30,81,True,False
1150339,gate_30,2,False,False
1150374,gate_30,2,False,False
1150401,gate_30,71,True,False
1150427,gate_30,31,True,False
1150437,gate_40,7,False,False
1150492,gate_30,1,False,False
1150614,gate_30,5,False,False
1150771,gate_30,7,False,False
1151043,gate_30,7,False,False
1151117,gate_40,10,False,False
1151146,gate_40,1,False,False
1151193,gate_30,40,True,False
1151221,gate_30,12,True,False
1151323,gate_40,19,True,False
1151491,gate_40,77,True,False
1151645,gate_40,3,False,False
1151853,gate_30,6,True,False
1152009,gate_40,25,True,False
1152032,gate_30,4,True,False
1152103,gate_30,25,True,False
1152199,gate_40,6,False,False
1152240,gate_30,9,False,False
1152608,gate_30,624,True,True
1152724,gate_30,25,True,False
1152747,gate_40,8,False,False
1152928,gate_30,391,True,True
1152932,gate_40,1,False,False
1153055,gate_30,1,False,False
1153301,gate_40,45,True,False
1153332,gate_30,9,False,False
1153379,gate_30,34,True,False
1153408,gate_30,31,False,False
1153619,gate_30,15,False,False
1153717,gate_40,30,True,False
1153725,gate_40,2,False,False
1154158,gate_40,8,False,False
1154730,gate_30,17,True,False
1154731,gate_30,53,True,False
1154921,gate_30,1,False,False
1154933,gate_30,3,False,False
1155445,gate_40,74,True,True
1155483,gate_30,58,True,False
1155489,gate_40,6,False,False
1155561,gate_40,41,True,False
1155622,gate_40,1,False,False
1155645,gate_30,0,False,False
1155701,gate_30,6,False,False
1155732,gate_40,279,True,True
1155739,gate_40,3,False,False
1155764,gate_30,80,True,False
1155824,gate_40,8,False,False
1155857,gate_30,13,False,False
1155888,gate_30,7,False,False
1155928,gate_30,567,True,True
1155993,gate_30,36,True,False
1156152,gate_40,0,False,False
1156257,gate_40,17,True,False
1156451,gate_40,151,True,True
1156532,gate_40,37,True,True
1156901,gate_40,1,False,False
1156922,gate_40,14,False,False
1157016,gate_40,15,False,False
1157021,gate_30,92,False,False
1157338,gate_30,15,False,False
1157402,gate_30,5,False,False
1157404,gate_30,14,False,False
1157479,gate_40,69,True,True
1157541,gate_40,17,True,False
1157545,gate_40,6,False,False
1157589,gate_40,189,True,False
1157639,gate_30,15,True,False
1157656,gate_40,23,False,False
1157668,gate_40,31,False,False
1157817,gate_30,0,False,False
1157847,gate_30,15,False,True
1157900,gate_40,10,True,False
1158002,gate_30,35,True,False
1158189,gate_30,31,True,False
1158214,gate_40,101,True,True
1158347,gate_40,55,True,True
1158572,gate_30,2,False,False
1158612,gate_40,3,False,False
1158777,gate_30,141,True,True
1158860,gate_30,9,False,False
1158931,gate_30,14,True,False
1159071,gate_30,18,True,False
1159217,gate_40,19,False,False
1159260,gate_40,97,True,False
1159422,gate_30,18,False,False
1159583,gate_30,11,False,False
1160056,gate_40,3,False,False
1160095,gate_40,18,False,False
1160144,gate_40,3,False,False
1160261,gate_30,195,True,True
1160329,gate_30,2,True,False
1160413,gate_40,140,True,False
1160564,gate_40,245,True,False
1160570,gate_30,4,False,False
1160604,gate_40,8,False,False
1160687,gate_30,92,True,False
1160747,gate_30,1035,True,True
1160837,gate_40,14,False,False
1160848,gate_40,25,True,False
1160877,gate_40,25,True,True
1161034,gate_30,41,True,False
1161100,gate_40,45,True,False
1161514,gate_40,65,False,False
1161617,gate_40,6,False,False
1161623,gate_40,154,True,True
1161838,gate_30,81,True,False
1161870,gate_40,13,False,False
1161886,gate_30,9,False,False
1161899,gate_40,20,True,False
1162099,gate_40,3,False,False
1162177,gate_30,238,True,True
1162254,gate_30,1,False,False
1162399,gate_40,8,True,False
1162423,gate_30,44,True,False
1162428,gate_40,1,False,False
1162509,gate_40,12,False,True
1162541,gate_30,16,True,False
1162565,gate_30,1,False,False
1162600,gate_30,5,True,False
1162682,gate_30,5,False,False
1162975,gate_40,0,False,False
1163012,gate_40,27,True,False
1163134,gate_30,12,False,False
1163191,gate_30,8,False,False
1163242,gate_40,43,True,False
1163454,gate_40,42,False,False
1163500,gate_30,269,True,False
1163613,gate_30,79,True,False
1163741,gate_30,4,False,False
1163875,gate_30,43,True,False
1164033,gate_30,75,False,False
1164207,gate_40,23,True,False
1164231,gate_30,0,False,False
1164272,gate_40,11,True,False
1164286,gate_40,104,True,True
1164403,gate_40,14,True,False
1164475,gate_40,18,False,False
1164527,gate_40,3,False,False
1164531,gate_30,5,False,False
1164554,gate_40,61,False,True
1164694,gate_40,40,True,True
1164797,gate_30,3,False,False
1164950,gate_40,0,False,False
1164996,gate_40,22,False,True
1165328,gate_30,17,False,False
1165607,gate_30,14,True,False
1165700,gate_30,1,False,False
1165727,gate_30,6,True,False
1165730,gate_30,8,False,False
1165752,gate_30,11,True,False
1165763,gate_40,7,False,False
1165916,gate_30,5,False,False
1166037,gate_40,13,False,False
1166152,gate_40,35,True,False
1166219,gate_40,19,True,False
1166743,gate_40,59,True,False
1166796,gate_40,9,False,False
1166929,gate_30,21,True,False
1166971,gate_40,172,True,True
1167210,gate_40,33,True,False
1167260,gate_40,99,True,False
1167434,gate_40,349,False,True
1167435,gate_40,11,True,True
1167472,gate_30,192,False,True
1167718,gate_30,10,False,False
1167772,gate_30,25,False,True
1167833,gate_40,12,True,False
1167938,gate_30,20,False,False
1168090,gate_40,41,False,False
1168285,gate_30,14,False,False
1168451,gate_40,3,False,False
1168532,gate_30,17,True,False
1168596,gate_30,59,True,False
1168829,gate_30,83,True,True
1169080,gate_30,17,False,False
1169162,gate_40,33,False,False
1169233,gate_40,3,False,False
1169389,gate_30,12,True,False
1169545,gate_40,2,False,False
1169568,gate_30,86,True,False
1169779,gate_30,2,False,False
1170323,gate_30,40,True,True
1170491,gate_30,126,True,True
1170517,gate_40,2,True,True
1170568,gate_40,67,True,False
1170571,gate_40,23,True,False
1170677,gate_40,7,True,False
1170713,gate_40,91,True,False
1170726,gate_30,47,True,False
1170738,gate_40,1,False,False
1170974,gate_30,13,False,False
1171352,gate_40,458,True,True
1171562,gate_30,5,False,False
1171693,gate_40,225,True,True
1171793,gate_40,107,True,False
1171836,gate_40,10,False,False
1171928,gate_40,244,True,True
1171970,gate_40,3,False,False
1172164,gate_40,3,False,True
1172228,gate_30,505,True,True
1172357,gate_40,64,True,True
1172655,gate_30,12,False,False
1172901,gate_40,13,False,False
1173119,gate_30,4,False,False
1173158,gate_30,34,True,True
1173216,gate_30,1,False,False
1173439,gate_40,2,False,False
1173458,gate_40,603,True,True
1173642,gate_40,52,True,False
1173673,gate_30,1,False,False
1173749,gate_30,23,False,False
1173774,gate_40,189,True,True
1173828,gate_40,96,True,False
1173835,gate_30,1,False,False
1174091,gate_40,154,True,True
1174466,gate_30,35,True,False
1174520,gate_40,515,True,True
1174636,gate_40,2,False,False
1174982,gate_30,21,True,False
1174991,gate_30,60,True,True
1174995,gate_30,43,True,False
1175166,gate_40,6,True,False
1175239,gate_40,47,True,False
1175413,gate_30,0,False,False
1175465,gate_40,2,False,False
1175502,gate_30,2,False,False
1175607,gate_40,1,False,False
1175690,gate_30,15,True,False
1175749,gate_30,28,False,False
1175847,gate_30,75,True,False
1175887,gate_40,54,True,True
1176261,gate_40,121,True,True
1176303,gate_30,398,True,True
1176389,gate_30,37,True,False
1176486,gate_30,5,True,False
1176495,gate_40,5,False,False
1176949,gate_30,7,False,False
1177427,gate_30,6,False,False
1177566,gate_30,164,True,True
1177646,gate_30,4,False,False
1177734,gate_30,4,False,False
1177780,gate_30,35,True,True
1177830,gate_40,4,False,False
1177901,gate_40,70,True,True
1178104,gate_40,18,True,False
