userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled,cluster_id,segment_name
509629,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
509640,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
509651,gate_30,31,3.4657359027997265,0,0,0,3,0.3914276537102581,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
509788,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
509807,gate_40,178,5.187385805840755,0,1,2,5,1.5395075847711364,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
509937,gate_40,112,4.727387818712341,1,0,1,4,1.232758543390714,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
509945,gate_40,17,2.8903717578961645,0,0,0,3,0.0077468445927956,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
509949,gate_30,87,4.477336814478207,1,1,3,4,1.0660123662522911,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
510082,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
510437,gate_40,19,2.995732273553991,1,0,1,3,0.0780063632901304,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
510693,gate_40,144,4.976733742420574,1,0,1,4,1.3990345385251544,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
510773,gate_40,23,3.1780538303479458,0,0,0,3,0.199587249151527,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
510798,gate_40,32,3.49650756146648,1,0,1,3,0.4119476930622503,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
510917,gate_40,375,5.929589143389895,1,1,3,5,2.03444488596196,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
511000,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
511139,gate_40,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
511168,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
511220,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
511402,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
511510,gate_30,119,4.787491742782046,1,0,1,4,1.2728387646253274,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
511737,gate_30,1425,7.262628600974241,1,1,3,6,2.923380462156394,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
511792,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
511800,gate_40,52,3.970291913552122,1,0,1,4,0.7278901534425033,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
512053,gate_40,115,4.7535901911063645,1,0,1,4,1.2502315603139726,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
512128,gate_40,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
512530,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
512673,gate_30,105,4.663439094112067,1,0,1,4,1.1901144220738125,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
512717,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
512733,gate_30,158,5.068904202220232,1,1,3,5,1.4604982861463909,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
512755,gate_40,52,3.970291913552122,1,1,3,4,0.7278901534425033,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
512879,gate_40,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
513068,gate_40,19,2.995732273553991,0,0,0,3,0.0780063632901304,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
513119,gate_40,13,2.6390573296152584,0,0,0,2,-0.1598418451783969,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
513140,gate_30,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
513220,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
513452,gate_40,6,1.9459101490553128,1,0,1,2,-0.6220661138097063,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
513495,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
513773,gate_30,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
513858,gate_40,428,6.061456918928017,1,0,1,5,2.1223807353942656,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
513986,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
514029,gate_30,22,3.1354942159291497,1,0,1,3,0.1712064273005792,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
514049,gate_40,110,4.709530201312334,0,1,2,4,1.2208502151543532,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
514164,gate_30,13,2.6390573296152584,0,0,0,2,-0.1598418451783969,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
514239,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
514292,gate_30,24,3.218875824868201,0,0,0,3,0.2268093415013123,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
514380,gate_40,17,2.8903717578961645,1,0,1,3,0.0077468445927956,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
514637,gate_30,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
514669,gate_40,7,2.079441541679836,1,0,1,2,-0.5330208835523608,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
514670,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
514779,gate_30,95,4.564348191467836,0,0,0,4,1.1240357864141457,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
514863,gate_30,140,4.948759890378168,1,0,1,4,1.3803802127719196,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
514962,gate_40,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
515091,gate_40,28,3.367295829986474,0,0,0,3,0.3257830230513538,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
515408,gate_40,91,4.5217885770490405,1,1,3,4,1.095654964563198,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
515466,gate_30,111,4.718498871295094,1,1,3,4,1.2268309607155312,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
515504,gate_40,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
515654,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
516407,gate_40,434,6.075346031088684,1,1,3,5,2.1316426712290424,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
516409,gate_40,314,5.752572638825633,1,1,3,5,1.9164016670718695,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
516443,gate_30,16,2.833213344056216,1,1,3,3,-0.0303691670916967,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
516698,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
516857,gate_40,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
517022,gate_40,15,2.772588722239781,0,1,2,2,-0.0707966149210513,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
517027,gate_30,57,4.060443010546419,1,1,3,4,0.788007291682663,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
517083,gate_30,82,4.418840607796598,1,1,3,4,1.0270042492038025,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
517143,gate_30,43,3.784189633918261,0,0,0,3,0.6037880976209814,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
517216,gate_30,11,2.4849066497880004,1,0,1,2,-0.2626370194797824,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
517243,gate_30,48,3.8918202981106265,1,1,3,3,0.6755614618268764,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
517271,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
517279,gate_30,89,4.499809670330265,1,0,1,4,1.0809983600665964,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
517477,gate_40,28,3.367295829986474,0,0,0,3,0.3257830230513538,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
517530,gate_30,292,5.680172609017068,1,1,3,5,1.8681218042004448,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
517654,gate_40,25,3.258096538021482,0,0,0,3,0.2529636215170356,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
517843,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
518106,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
518153,gate_30,27,3.332204510175204,1,0,1,3,0.3023824234529125,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
518663,gate_30,49,3.912023005428146,0,0,0,3,0.6890336101326218,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
518748,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
518790,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
518931,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
519035,gate_40,235,5.4638318050256105,1,1,3,5,1.723855228926663,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
519116,gate_30,53,3.9889840465642745,1,0,1,4,0.7403549772966835,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
519272,gate_30,30,3.4339872044851463,0,1,2,3,0.370256076778216,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
519520,gate_40,19,2.995732273553991,1,0,1,3,0.0780063632901304,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
519850,gate_40,361,5.891644211825772,1,1,3,5,2.009141359189589,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
520069,gate_30,20,3.044522437723423,0,0,0,3,0.1105420188941814,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
520215,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
520537,gate_30,32,3.49650756146648,1,0,1,3,0.4119476930622503,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
520549,gate_40,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
520692,gate_30,48,3.8918202981106265,1,0,1,3,0.6755614618268764,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
520793,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
520992,gate_30,4,1.6094379124341005,0,1,2,1,-0.8464421739724883,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
521160,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
521347,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
521391,gate_30,42,3.7612001156935615,1,0,1,3,0.5884575681957398,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
521449,gate_40,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
521505,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
521614,gate_40,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
521789,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
521799,gate_40,18,2.9444389791664403,1,0,1,3,0.043801498653989,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
521819,gate_30,145,4.983606621708336,1,0,1,4,1.403617708869454,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
521895,gate_40,14,2.70805020110221,0,0,0,2,-0.1138340412686006,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
521902,gate_30,24,3.218875824868201,1,0,1,3,0.2268093415013123,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
522049,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
522052,gate_40,23,3.1780538303479458,1,1,3,3,0.199587249151527,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
522064,gate_30,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
522102,gate_30,23,3.1780538303479458,1,0,1,3,0.199587249151527,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
522105,gate_40,73,4.30406509320417,1,0,1,4,0.9504663510817756,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
522113,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
522253,gate_30,292,5.680172609017068,1,1,3,5,1.8681218042004448,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
522326,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
522662,gate_30,26,3.295836866004329,1,0,1,3,0.278130708665374,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
522691,gate_30,67,4.219507705176107,1,1,3,4,0.8940793701709222,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
522699,gate_40,96,4.574710978503383,1,0,1,4,1.1309461970640429,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
522903,gate_40,17,2.8903717578961645,0,0,0,3,0.0077468445927956,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
522944,gate_30,10,2.3978952727983707,1,0,1,2,-0.3206604396416372,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
523124,gate_40,32,3.49650756146648,1,0,1,3,0.4119476930622503,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
523128,gate_40,54,4.007333185232471,0,0,0,4,0.7525910758321636,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
523217,gate_30,34,3.555348061489413,1,0,1,3,0.4511854016640943,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
523401,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
523512,gate_30,38,3.6635616461296463,1,0,1,3,0.5233474855896137,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
523666,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
523750,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
523788,gate_30,81,4.406719247264253,1,0,1,4,1.01892113617382,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
523902,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
524029,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
524100,gate_40,8,2.19722457733622,1,0,1,2,-0.4544774240385135,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
524302,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
524303,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
524314,gate_30,32,3.49650756146648,0,0,0,3,0.4119476930622503,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
524378,gate_30,20,3.044522437723423,0,0,0,3,0.1105420188941814,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
524508,gate_30,81,4.406719247264253,0,1,2,4,1.01892113617382,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
524530,gate_40,4,1.6094379124341005,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
524584,gate_30,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
524594,gate_30,249,5.521460917862246,1,1,3,5,1.7622851256064225,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
524618,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
524683,gate_40,67,4.219507705176107,1,0,1,4,0.8940793701709222,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
524831,gate_40,15,2.772588722239781,0,1,2,2,-0.0707966149210513,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
524905,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
524964,gate_30,18,2.9444389791664403,0,0,0,3,0.043801498653989,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
525002,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
525085,gate_30,41,3.737669618283368,0,0,0,3,0.5727662875254909,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
525230,gate_40,90,4.51085950651685,1,0,1,4,1.0883669285223088,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
525341,gate_40,23,3.1780538303479458,1,0,1,3,0.199587249151527,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
525364,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
525375,gate_30,39,3.688879454113936,1,0,1,3,0.5402306319214399,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
525378,gate_40,26,3.295836866004329,0,0,0,3,0.278130708665374,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
525482,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
525638,gate_40,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
525709,gate_40,678,6.520621127558696,1,1,3,6,2.428573772700626,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526097,gate_30,76,4.343805421853684,1,0,1,4,0.9769671359949456,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
526141,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
526184,gate_30,147,4.997212273764115,1,1,3,4,1.4126906197130844,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526230,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
526265,gate_40,36,3.610917912644224,1,1,3,3,0.4882420824504656,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526269,gate_40,8,2.19722457733622,0,1,2,2,-0.4544774240385135,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
526311,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
526324,gate_40,367,5.908082938168931,1,1,3,5,2.020103501825817,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526339,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
526419,gate_30,38,3.6635616461296463,1,1,3,3,0.5233474855896137,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526620,gate_30,155,5.049856007249537,1,1,3,5,1.4477960228522326,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526724,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
526839,gate_40,125,4.836281906951478,1,1,3,4,1.3053744202293784,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
526897,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
527003,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
527039,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
527388,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
527412,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
527504,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
527573,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
527619,gate_40,64,4.174387269895637,1,0,1,4,0.8639908683595267,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
